lambda,alpha,excluded,source
0.155974144235855,5.336699231206312e-05,1,envelope
0.1582912672075355,6.579332246575683e-05,1,envelope
0.1606428129285262,6.579332246575683e-05,1,envelope
0.1630292927768093,6.579332246575683e-05,1,envelope
0.1654512257273037,6.579332246575683e-05,1,envelope
0.1679091384647233,6.579332246575683e-05,1,envelope
0.1704035654981128,6.579332246575683e-05,1,envelope
0.1729350492770838,6.579332246575683e-05,1,envelope
0.1755041403097789,6.579332246575683e-05,1,envelope
0.1781113972825879,6.579332246575683e-05,1,envelope
0.1807573871816415,6.579332246575683e-05,1,envelope
0.1834426854161117,8.111308307896872e-05,1,envelope
0.1861678759433422,8.111308307896872e-05,1,envelope
0.1889335513958389,8.111308307896872e-05,1,envelope
0.1917403132101464,8.111308307896872e-05,1,envelope
0.194588771757639,8.111308307896872e-05,1,envelope
0.1974795464772548,8.111308307896872e-05,1,envelope
0.2004132660102024,8.111308307896872e-05,1,envelope
0.2033905683366672,8.111308307896872e-05,1,envelope
0.2064121009145501,8.111308307896872e-05,1,envelope
0.2094785208202668,0.0001,1,envelope
0.2125904948916381,0.0001,1,envelope
0.2157486998729039,0.0001,1,envelope
0.2189538225618912,0.0001,1,envelope
0.2222065599593681,0.0001,1,envelope
0.225507619420617,0.0001,1,envelope
0.2288577188092591,0.0001,1,envelope
0.2322575866533645,0.0001,1,envelope
0.2357079623038813,0.0001,1,envelope
0.2392095960954183,0.0001,1,envelope
0.2427632495094161,0.0001232846739442,1,envelope
0.2463696953397422,0.0001232846739442,1,envelope
0.2500297178607468,0.0001232846739442,1,envelope
0.2537441129978144,0.0001232846739442,1,envelope
0.2575136885004495,0.0001232846739442,1,envelope
0.2613392641179333,0.0001232846739442,1,envelope
0.2652216717775904,0.0001232846739442,1,envelope
0.2691617557657038,0.0001232846739442,1,envelope
0.2731603729111166,0.0001232846739442,1,envelope
0.2772183927715626,0.0001519911082952,1,envelope
0.2813366978227641,0.0001519911082952,1,envelope
0.285516183650339,0.0001519911082952,1,envelope
0.2897577591445591,0.0001519911082952,1,envelope
0.2940623466980018,0.0001519911082952,1,envelope
0.2984308824061374,0.0001519911082952,1,envelope
0.3028643162708972,0.0001519911082952,1,envelope
0.3073636124072648,0.0001519911082952,1,envelope
0.3119297492529373,0.0001519911082952,1,envelope
0.3165637197811012,0.000187381742286,1,envelope
0.3212665317163682,0.000187381742286,1,envelope
0.3260392077539202,0.000187381742286,1,envelope
0.330882785781909,0.000187381742286,1,envelope
0.3357983191071604,0.000187381742286,1,envelope
0.3407868766842312,0.000187381742286,1,envelope
0.345849543347869,0.000187381742286,1,envelope
0.3509874200489252,0.000187381742286,1,envelope
0.356201624093773,0.000187381742286,1,envelope
0.3614932893872817,0.000187381742286,1,envelope
0.3668635666794015,0.0002310129700083,1,envelope
0.3723136238154104,0.0002310129700083,1,envelope
0.3778446459898792,0.0002310129700083,1,envelope
0.3834578360044098,0.0002310129700083,1,envelope
0.3891544145292016,0.0002310129700083,1,envelope
0.3949356203685039,0.0002310129700083,1,envelope
0.4008027107300127,0.0002310129700083,1,envelope
0.4067569614982683,0.0002310129700083,1,envelope
0.4127996675121151,0.0002310129700083,1,envelope
0.4189321428462836,0.0002848035868435,1,envelope
0.4251557210971546,0.0002848035868435,1,envelope
0.4314717556727696,0.0002848035868435,1,envelope
0.4378816200871492,0.0002848035868435,1,envelope
0.4443867082589834,0.0002848035868435,1,envelope
0.4509884348147602,0.0002848035868435,1,envelope
0.457688235396396,0.0002848035868435,1,envelope
0.4644875669734378,0.0002848035868435,1,envelope
0.4713879081599019,0.0002848035868435,1,envelope
0.4783907595358204,0.0002848035868435,1,envelope
0.4854976439735639,0.0003511191734215,1,envelope
0.4927101069690128,0.0003511191734215,1,envelope
0.5000297169776481,0.0003511191734215,1,envelope
0.5074580657556341,0.0003511191734215,1,envelope
0.5149967687059701,0.0003511191734215,1,envelope
0.5226474652297824,0.0003511191734215,1,envelope
0.5304118190828369,0.0003511191734215,1,envelope
0.5382915187373466,0.0003511191734215,1,envelope
0.5462882777491546,0.0003511191734215,1,envelope
0.5544038351303721,0.0004328761281083,1,envelope
0.5626399557275517,0.0004328761281083,1,envelope
0.5709984306054792,0.0004328761281083,1,envelope
0.579481077436667,0.0004328761281083,1,envelope
0.5880897408966331,0.0004328761281083,1,envelope
0.5968262930650533,0.0004328761281083,1,envelope
0.605692633832872,0.0004328761281083,1,envelope
0.614690691315461,0.0004328761281083,1,envelope
0.6238224222719168,0.0004328761281083,1,envelope
0.6330898125305862,0.0004328761281083,1,envelope
0.6424948774209138,0.0005336699231206,1,envelope
0.6520396622117052,0.0005336699231206,1,envelope
0.6617262425558995,0.0005336699231206,1,envelope
0.6715567249419517,0.0005336699231206,1,envelope
0.6815332471519184,0.0005336699231206,1,envelope
0.6916579787263503,0.0005336699231206,1,envelope
0.7019331214360901,0.0005336699231206,1,envelope
0.7123609097610805,0.0005336699231206,1,envelope
0.7229436113762832,0.0005336699231206,1,envelope
0.7336835276448195,0.0006579332246575,1,envelope
0.7445829941184341,0.0006579332246575,1,envelope
0.7556443810453957,0.0006579332246575,1,envelope
0.7668700938859417,0.0006579332246575,1,envelope
0.7782625738353811,0.0006579332246575,1,envelope
0.7898242983549675,0.0006579332246575,1,envelope
0.8015577817106598,0.0006579332246575,1,envelope
0.8134655755198861,0.0006579332246575,1,envelope
0.8255502693064296,0.0006579332246575,1,envelope
0.8378144910635589,0.0006579332246575,1,envelope
0.8502609078255234,0.0008111308307896,1,envelope
0.862892226247539,0.0008111308307896,1,envelope
0.8757111931943897,0.0008111308307896,1,envelope
0.8887205963377733,0.0008111308307896,1,envelope
0.9019232647625218,0.0008111308307896,1,envelope
0.9153220695818268,0.0008111308307896,1,envelope
0.9289199245616055,0.0008111308307896,1,envelope
0.9427197867541413,0.0008111308307896,1,envelope
0.9567246571411374,0.0008111308307896,1,envelope
0.970937581286326,0.001,1,envelope
0.9853616499977692,0.001,1,envelope
1.0,0.001,1,envelope
5e-06,112000.00000000007,1,Geraci2008
5.234196908636619e-06,97628.78080163425,1,Geraci2008
5.479363455676217e-06,85101.59679297858,1,Geraci2008
5.736013452199385e-06,74181.83159973894,1,Geraci2008
6.004684775880017e-06,64663.23014923801,1,Geraci2008
6.285940498249699e-06,56366.002876478735,1,Geraci2008
6.580370064762462e-06,49133.42981689307,1,Geraci2008
6.888590530132926e-06,42828.90044308868,1,Geraci2008
7.211247851537037e-06,37333.333333333416,1,Geraci2008
7.549018242385525e-06,32542.926933878138,1,Geraci2008
7.902609589507153e-06,28367.19893099274,1,Geraci2008
8.272762936712072e-06,24727.277199913035,1,Geraci2008
8.660254037844387e-06,21554.41004974604,1,Geraci2008
9.06589498257858e-06,18788.66762549282,1,Geraci2008
9.490535898367388e-06,16377.809938964388,1,Geraci2008
9.93506673210789e-06,14276.300147696247,1,Geraci2008
1.0400419115259529e-05,12444.444444444418,1,Geraci2008
1.0887568316323304e-05,10847.642311292728,1,Geraci2008
1.139753528477389e-05,9455.732976997597,1,Geraci2008
1.1931388790728058e-05,8242.425733304306,1,Geraci2008
1.249024766483406e-05,7184.803349915353,1,Geraci2008
1.307528314307604e-05,6262.889208497619,1,Geraci2008
1.368772132140742e-05,5459.2699796547695,1,Geraci2008
1.4328845725358024e-05,4758.766715898757,1,Geraci2008
1.5000000000000004e-05,4148.148148148146,1,Geraci2008
4.000000000000001e-07,3400000000.0,1,envelope
4.0594232584646026e-07,3400000000.0,1,envelope
4.119729297840842e-07,3400000000.0,1,envelope
4.180931232558288e-07,2240000000.0,1,envelope
4.243042371872047e-07,2240000000.0,1,envelope
4.306076222757049e-07,2240000000.0,1,envelope
4.37004649284534e-07,2240000000.0,1,envelope
4.4349670934070084e-07,2240000000.0,1,envelope
4.50085214237539e-07,2240000000.0,1,envelope
4.567715967417222e-07,2240000000.0,1,envelope
4.635573109048401e-07,1530000000.0,1,envelope
4.704438323796036e-07,1530000000.0,1,envelope
4.774326587407463e-07,1530000000.0,1,envelope
4.845253098106946e-07,1530000000.0,1,envelope
4.91723327990075e-07,1530000000.0,1,envelope
4.990282785931321e-07,1530000000.0,1,envelope
5.064417501881282e-07,1080000000.0,1,envelope
5.139653549428017e-07,1080000000.0,1,envelope
5.216007289749559e-07,1080000000.0,1,envelope
5.293495327082567e-07,1080000000.0,1,envelope
5.372134512333164e-07,1080000000.0,1,envelope
5.451941946741408e-07,780000000.0,1,envelope
5.532934985600212e-07,780000000.0,1,envelope
5.615131242029502e-07,780000000.0,1,envelope
5.698548590806445e-07,780000000.0,1,envelope
5.783205172252591e-07,780000000.0,1,envelope
5.869119396178736e-07,582000000.0,1,envelope
5.95630994588842e-07,582000000.0,1,envelope
6.04479578224087e-07,582000000.0,1,envelope
6.134596147774329e-07,582000000.0,1,envelope
6.225730570890614e-07,582000000.0,1,envelope
6.318218870101864e-07,441000000.0,1,envelope
6.412081158340361e-07,441000000.0,1,envelope
6.507337847332375e-07,441000000.0,1,envelope
6.604009652037004e-07,441000000.0,1,envelope
6.702117595150933e-07,342000000.0,1,envelope
6.801683011680134e-07,342000000.0,1,envelope
6.902727553579473e-07,342000000.0,1,envelope
7.005273194461242e-07,342000000.0,1,envelope
7.109342234373646e-07,270000000.0,1,envelope
7.214957304650269e-07,270000000.0,1,envelope
7.322141372831592e-07,270000000.0,1,envelope
7.430917747659623e-07,270000000.0,1,envelope
7.541310084146715e-07,216000000.0,1,envelope
7.653342388719703e-07,216000000.0,1,envelope
7.767039024440448e-07,216000000.0,1,envelope
7.88242471630394e-07,216000000.0,1,envelope
7.999524556615113e-07,175000000.0,1,envelope
8.11836401044553e-07,175000000.0,1,envelope
8.238968921171134e-07,175000000.0,1,envelope
8.361365516092278e-07,140000000.0,1,envelope
8.485580412137216e-07,140000000.0,1,envelope
8.611640621650363e-07,140000000.0,1,envelope
8.73957355826651e-07,140000000.0,1,envelope
8.869407042872327e-07,140000000.0,1,envelope
9.001169309656416e-07,140000000.0,1,envelope
9.134889012249253e-07,140000000.0,1,envelope
9.270595229954335e-07,140000000.0,1,envelope
9.408317474071906e-07,140000000.0,1,envelope
9.548085694316605e-07,140000000.0,1,envelope
9.68993028533049e-07,140000000.0,1,envelope
9.83388209329278e-07,140000000.0,1,envelope
9.979972422627818e-07,140000000.0,1,envelope
1.012823304281267e-06,82000000.0,1,envelope
1.0278696195285862e-06,82000000.0,1,envelope
1.0431394600458755e-06,82000000.0,1,envelope
1.0586361464831084e-06,82000000.0,1,envelope
1.0743630488212171e-06,82000000.0,1,envelope
1.0903235871049473e-06,82000000.0,1,envelope
1.1065212321865944e-06,82000000.0,1,envelope
1.1229595064807926e-06,82000000.0,1,envelope
1.139641984730515e-06,82000000.0,1,envelope
1.156572294784453e-06,82000000.0,1,envelope
1.1737541183859464e-06,51200000.0,1,envelope
1.191191191973631e-06,51200000.0,1,envelope
1.2088873074939824e-06,51200000.0,1,envelope
1.2268463132259302e-06,51200000.0,1,envelope
1.245072114617722e-06,51200000.0,1,envelope
1.2635686751362212e-06,51200000.0,1,envelope
1.2823400171288195e-06,51200000.0,1,envelope
1.3013902226981562e-06,51200000.0,1,envelope
1.3207234345898303e-06,51200000.0,1,envelope
1.3403438570933024e-06,51200000.0,1,envelope
1.3602557569561765e-06,51200000.0,1,envelope
1.3804634643120683e-06,51200000.0,1,envelope
1.4009713736222571e-06,51200000.0,1,envelope
1.421783944631323e-06,29800000.0,1,envelope
1.4429057033369849e-06,29800000.0,1,envelope
1.4643412429743452e-06,29800000.0,1,envelope
1.486095225014755e-06,29800000.0,1,envelope
1.5081723801795206e-06,29800000.0,1,envelope
1.5305775094686655e-06,29800000.0,1,envelope
1.553315485204981e-06,29800000.0,1,envelope
1.576391252093582e-06,29800000.0,1,envelope
1.5998098282972052e-06,29800000.0,1,envelope
1.623576306527484e-06,29800000.0,1,envelope
1.6476958551524302e-06,29800000.0,1,envelope
1.6721737193203738e-06,17500000.0,1,envelope
1.697015222100596e-06,17500000.0,1,envelope
1.7222257656409077e-06,17500000.0,1,envelope
1.7478108323424263e-06,17500000.0,1,envelope
1.7737759860518047e-06,17500000.0,1,envelope
1.8001268732711697e-06,17500000.0,1,envelope
1.8268692243860363e-06,17500000.0,1,envelope
1.8540088549114656e-06,17500000.0,1,envelope
1.8815516667567315e-06,17500000.0,1,envelope
1.909503649508778e-06,17500000.0,1,envelope
1.937870881734743e-06,17500000.0,1,envelope
1.96665953230383e-06,17500000.0,1,envelope
1.995875861728821e-06,17500000.0,1,envelope
2.0255262235275133e-06,17500000.0,1,envelope
2.055617065604389e-06,17500000.0,1,envelope
2.086154931652803e-06,8960000.0,1,envelope
2.1171464625780045e-06,8960000.0,1,envelope
2.148598397941302e-06,8960000.0,1,envelope
2.1805175774256754e-06,8960000.0,1,envelope
2.212910942323168e-06,8960000.0,1,envelope
2.245785537044372e-06,8960000.0,1,envelope
2.2791485106503344e-06,8960000.0,1,envelope
2.313007118407231e-06,8960000.0,1,envelope
2.347368723364125e-06,8960000.0,1,envelope
2.3822407979541715e-06,8960000.0,1,envelope
2.417630925619609e-06,8960000.0,1,envelope
2.4535468024608855e-06,8960000.0,1,envelope
2.4899962389102928e-06,8960000.0,1,envelope
2.526987161430456e-06,5040000.0,1,envelope
2.5645276142380584e-06,5040000.0,1,envelope
2.602625761053177e-06,5040000.0,1,envelope
2.6412898868746004e-06,5040000.0,1,envelope
2.680528399781522e-06,5040000.0,1,envelope
2.7203498327620022e-06,5040000.0,1,envelope
2.7607628455685905e-06,5040000.0,1,envelope
2.8017762266015128e-06,5040000.0,1,envelope
2.843398894819842e-06,5040000.0,1,envelope
2.8856399016810523e-06,5040000.0,1,envelope
2.928508433109392e-06,3040000.0,1,envelope
2.9720138114934982e-06,3040000.0,1,envelope
3.016165497713684e-06,3040000.0,1,envelope
3.060973093199347e-06,3040000.0,1,envelope
3.106446342016941e-06,3040000.0,1,envelope
3.152595132988963e-06,3040000.0,1,envelope
3.1994295018444245e-06,3040000.0,1,envelope
3.2469596334012675e-06,3040000.0,1,envelope
3.2951958637812e-06,3040000.0,1,envelope
3.3441486826574387e-06,1960000.0,1,envelope
3.393828735535841e-06,1960000.0,1,envelope
3.4442468260699253e-06,1960000.0,1,envelope
3.495413918410284e-06,1960000.0,1,envelope
3.547341139588899e-06,1960000.0,1,envelope
3.600039781938875e-06,1960000.0,1,envelope
3.653521305550125e-06,1960000.0,1,envelope
3.7077973407615406e-06,1960000.0,1,envelope
3.7628796906901415e-06,1960000.0,1,envelope
3.818780333797919e-06,1960000.0,1,envelope
3.875511426496614e-06,1960000.0,1,envelope
3.933085305791428e-06,1960000.0,1,envelope
3.991514491963762e-06,1960000.0,1,envelope
4.0508116912940615e-06,1960000.0,1,envelope
4.1109897988248514e-06,1960000.0,1,envelope
4.172061901165088e-06,896000.0,1,envelope
4.234041279335891e-06,896000.0,1,envelope
4.2969414116588416e-06,896000.0,1,envelope
4.360775976686895e-06,896000.0,1,envelope
4.4255588561791266e-06,896000.0,1,envelope
4.491304138119377e-06,896000.0,1,envelope
4.558026119780037e-06,112000.00000000007,1,envelope
4.62573931083105e-06,112000.00000000007,1,envelope
4.694458436495404e-06,112000.00000000007,1,envelope
4.764198440751193e-06,97628.78080163425,1,envelope
4.8349744895815554e-06,97628.78080163425,1,envelope
4.906801974272585e-06,97628.78080163425,1,envelope
4.979696514760549e-06,97628.78080163425,1,envelope
5.053673963028511e-06,85101.59679297858,1,envelope
5.128750406553739e-06,85101.59679297858,1,envelope
5.2049421718059964e-06,85101.59679297858,1,envelope
5.28226582779814e-06,74181.83159973894,1,envelope
5.360738189689124e-06,74181.83159973894,1,envelope
5.440376322440874e-06,74181.83159973894,1,envelope
5.521197544529137e-06,64663.23014923801,1,envelope
5.603219431709818e-06,64663.23014923801,1,envelope
5.686459820840899e-06,64663.23014923801,1,envelope
5.77093681376151e-06,56366.002876478735,1,envelope
5.856668781228256e-06,56366.002876478735,1,envelope
5.94367436691039e-06,56366.002876478735,1,envelope
6.031972491443963e-06,49133.42981689307,1,envelope
6.121582356546586e-06,49133.42981689307,1,envelope
6.212523449192925e-06,49133.42981689307,1,envelope
6.304815545852635e-06,42828.90044308868,1,envelope
6.398478716790832e-06,42828.90044308868,1,envelope
6.493533330432873e-06,42828.90044308868,1,envelope
6.590000057793563e-06,37333.333333333416,1,envelope
6.6878998769725776e-06,37333.333333333416,1,envelope
6.787254077716243e-06,37333.333333333416,1,envelope
6.88808426604752e-06,32542.926933878138,1,envelope
6.990412368964329e-06,32542.926933878138,1,envelope
7.094260639208122e-06,32542.926933878138,1,envelope
7.199651660102835e-06,28367.19893099274,1,envelope
7.306608350466196e-06,28367.19893099274,1,envelope
7.415153969593523e-06,28367.19893099274,1,envelope
7.525312122316031e-06,24727.277199913035,1,envelope
7.63710676413381e-06,24727.277199913035,1,envelope
7.750562206425545e-06,24727.277199913035,1,envelope
7.86570312173513e-06,24727.277199913035,1,envelope
7.982554549137317e-06,21554.41004974604,1,envelope
8.101141899682592e-06,21554.41004974604,1,envelope
8.22149096192342e-06,21554.41004974604,1,envelope
8.343627907522094e-06,18788.66762549282,1,envelope
8.467579296942396e-06,18788.66762549282,1,envelope
8.593372085225307e-06,18788.66762549282,1,envelope
8.721033627851034e-06,16377.809938964388,1,envelope
8.850591686687584e-06,16377.809938964388,1,envelope
8.982074436028274e-06,16377.809938964388,1,envelope
9.115510468718356e-06,14276.300147696247,1,envelope
9.25092880237323e-06,14276.300147696247,1,envelope
9.388358885688492e-06,14276.300147696247,1,envelope
9.527830604844168e-06,12444.444444444418,1,envelope
9.669374290003817e-06,12444.444444444418,1,envelope
9.813020721910284e-06,12444.444444444418,1,envelope
9.958801138579425e-06,10847.642311292728,1,envelope
1.0106747242093266e-05,10847.642311292728,1,envelope
1.0256891205494091e-05,10847.642311292728,1,envelope
1.0409265679780937e-05,9455.732976997597,1,envelope
1.0563903801010016e-05,9455.732976997597,1,envelope
1.0720839197500667e-05,9455.732976997597,1,envelope
1.0880105997148297e-05,8242.425733304306,1,envelope
1.1041738834845997e-05,8242.425733304306,1,envelope
1.1205772860016414e-05,8242.425733304306,1,envelope
1.1372243744255506e-05,7184.803349915353,1,envelope
1.1541187689089844e-05,7184.803349915353,1,envelope
1.1712641433849157e-05,7184.803349915353,1,envelope
1.188664226365586e-05,6262.889208497619,1,envelope
1.206322801753323e-05,6262.889208497619,1,envelope
1.2242437096634051e-05,6262.889208497619,1,envelope
1.242430847259153e-05,6262.889208497619,1,envelope
1.2608881695994217e-05,5459.2699796547695,1,envelope
1.2796196904986876e-05,5459.2699796547695,1,envelope
1.2986294833999118e-05,5459.2699796547695,1,envelope
1.317921682260368e-05,4758.766715898757,1,envelope
1.3375004824506329e-05,4758.766715898757,1,envelope
1.3573701416669311e-05,4758.766715898757,1,envelope
1.3775349808570329e-05,4148.148148148146,1,envelope
1.397999385159907e-05,4148.148148148146,1,envelope
1.4187678048593346e-05,4148.148148148146,1,envelope
1.4398447563516876e-05,4148.148148148146,1,envelope
1.4612348231280842e-05,4148.148148148146,1,envelope
1.4829426567711383e-05,4148.148148148146,1,envelope
1.5049729779665115e-05,4148.148148148146,1,envelope
1.5273305775294978e-05,4148.148148148146,1,envelope
1.550020317446854e-05,4148.148148148146,1,envelope
1.5730471319341106e-05,4148.148148148146,1,envelope
1.596416028508591e-05,4148.148148148146,1,envelope
1.6201320890783654e-05,4148.148148148146,1,envelope
1.64420047104739e-05,4148.148148148146,1,envelope
1.668626408437057e-05,9300.0,1,envelope
1.6934152130244106e-05,9300.0,1,envelope
1.71857227549727e-05,9300.0,1,envelope
1.744103066626513e-05,9300.0,1,envelope
1.7700131384557757e-05,9300.0,1,envelope
1.796308125508825e-05,9300.0,1,envelope
1.8229937460148688e-05,9300.0,1,envelope
1.850075803152067e-05,9300.0,1,envelope
1.8775601863095195e-05,9300.0,1,envelope
1.9054528723679985e-05,9300.0,1,envelope
1.9337599269997085e-05,9300.0,1,envelope
1.9624875059873565e-05,9300.0,1,envelope
1.991641856562816e-05,9300.0,1,envelope
2.0212293187656786e-05,9300.0,1,envelope
2.051256326821989e-05,9300.0,1,envelope
2.081729410543462e-05,9300.0,1,envelope
2.1126551967474837e-05,9300.0,1,envelope
2.1440404106982108e-05,9300.0,1,envelope
2.1758918775690783e-05,9300.0,1,envelope
2.2082165239270315e-05,9300.0,1,envelope
2.241021379238811e-05,9300.0,1,envelope
2.2743135773996127e-05,9300.0,1,envelope
2.308100358284455e-05,9300.0,1,envelope
2.3423890693225988e-05,9300.0,1,envelope
2.3771871670953523e-05,9300.0,1,envelope
2.4125022189576125e-05,9300.0,1,envelope
2.4483419046834975e-05,9300.0,1,envelope
0.0096079675762876,1.232846739442066e-06,1,envelope
0.0097507017614389,1.232846739442066e-06,1,envelope
0.0098955563791842,1.232846739442066e-06,1,envelope
0.010042562930277,1.232846739442066e-06,1,envelope
0.0101917533834402,1.232846739442066e-06,1,envelope
0.0103431601823181,1.232846739442066e-06,1,envelope
0.0104968162525318,1.232846739442066e-06,1,envelope
0.0106527550088392,1.232846739442066e-06,1,envelope
0.0108110103624018,1.232846739442066e-06,1,envelope
0.0109716167281589,1.232846739442066e-06,1,envelope
0.0111346090323119,1.232846739442066e-06,1,envelope
0.0113000227199193,1.232846739442066e-06,1,envelope
0.0114678937626047,1.232846739442066e-06,1,envelope
0.0116382586663796,1.232846739442066e-06,1,envelope
0.0118111544795822,1.232846739442066e-06,1,envelope
0.0119866188009335,1.232846739442066e-06,1,envelope
0.0121646897877147,1.232846739442066e-06,1,envelope
0.0123454061640639,1.232846739442066e-06,1,envelope
0.0125288072293984,1.232846739442066e-06,1,envelope
0.0127149328669598,1.232846739442066e-06,1,envelope
0.0129038235524881,1.232846739442066e-06,1,envelope
0.0130955203630234,1.232846739442066e-06,1,envelope
0.0132900649858385,1.232846739442066e-06,1,envelope
0.0134874997275047,1.232846739442066e-06,1,envelope
0.0136878675230919,1.232846739442066e-06,1,envelope
0.0138912119455054,1.232846739442066e-06,1,envelope
0.0140975772149615,1.232846739442066e-06,1,envelope
0.0143070082086038,1.519911082952933e-06,1,envelope
0.0145195504702626,1.519911082952933e-06,1,envelope
0.0147352502203586,1.519911082952933e-06,1,envelope
0.0149541543659549,1.519911082952933e-06,1,envelope
0.0151763105109568,1.519911082952933e-06,1,envelope
0.0154017669664647,1.519911082952933e-06,1,envelope
0.0156305727612796,1.519911082952933e-06,1,envelope
0.0158627776525655,1.519911082952933e-06,1,envelope
0.0160984321366692,1.519911082952933e-06,1,envelope
0.0163375874601022,1.873817422860383e-06,1,envelope
0.0165802956306846,1.873817422860383e-06,1,envelope
0.0168266094288551,1.873817422860383e-06,1,envelope
0.0170765824191485,1.873817422860383e-06,1,envelope
0.0173302689618448,1.873817422860383e-06,1,envelope
0.01758772422479,1.873817422860383e-06,1,envelope
0.0178490041953934,1.873817422860383e-06,1,envelope
0.0181141656928031,1.873817422860383e-06,1,envelope
0.0183832663802616,1.873817422860383e-06,1,envelope
0.0186563647776461,1.873817422860383e-06,1,envelope
0.0189335202741941,2.310129700083163e-06,1,envelope
0.0192147931414186,2.310129700083163e-06,1,envelope
0.0195002445462152,2.310129700083163e-06,1,envelope
0.0197899365641634,2.310129700083163e-06,1,envelope
0.020083932193026,2.310129700083163e-06,1,envelope
0.0203822953664489,2.310129700083163e-06,1,envelope
0.0206850909678645,2.310129700083163e-06,1,envelope
0.0209923848446013,2.310129700083163e-06,1,envelope
0.0213042438222035,2.310129700083163e-06,1,envelope
0.0216207357189635,2.848035868435805e-06,1,envelope
0.0219419293606692,2.848035868435805e-06,1,envelope
0.0222678945955719,2.848035868435805e-06,1,envelope
0.0225987023095757,2.848035868435805e-06,1,envelope
0.0229344244416524,2.848035868435805e-06,1,envelope
0.0232751339994857,2.848035868435805e-06,1,envelope
0.0236209050753481,2.848035868435805e-06,1,envelope
0.0239718128622131,2.848035868435805e-06,1,envelope
0.0243279336701072,2.848035868435805e-06,1,envelope
0.0246893449427043,2.848035868435805e-06,1,envelope
0.0250561252741673,3.5111917342151347e-06,1,envelope
0.0254283544262394,3.5111917342151347e-06,1,envelope
0.0258061133455894,3.5111917342151347e-06,1,envelope
0.0261894841814148,3.5111917342151347e-06,1,envelope
0.0265785503033065,3.5111917342151347e-06,1,envelope
0.0269733963193785,3.5111917342151347e-06,1,envelope
0.0273741080946671,3.5111917342151347e-06,1,envelope
0.0277807727698039,3.5111917342151347e-06,1,envelope
0.0281934787799655,3.5111917342151347e-06,1,envelope
0.0286123158741051,4.328761281083061e-06,1,envelope
0.0290373751344695,4.328761281083061e-06,1,envelope
0.0294687489964068,4.328761281083061e-06,1,envelope
0.0299065312684673,4.328761281083061e-06,1,envelope
0.0303508171528037,4.328761281083061e-06,1,envelope
0.0308017032658745,4.328761281083061e-06,1,envelope
0.031259287659454,4.328761281083061e-06,1,envelope
0.0317236698419557,4.328761281083061e-06,1,envelope
0.0321949508000718,4.328761281083061e-06,1,envelope
0.0326732330207337,4.328761281083061e-06,1,envelope
0.0331586205134,5.336699231206313e-06,1,envelope
0.0336512188326744,5.336699231206313e-06,1,envelope
0.0341511351012601,5.336699231206313e-06,1,envelope
0.0346584780332555,5.336699231206313e-06,1,envelope
0.0351733579577955,5.336699231206313e-06,1,envelope
0.035695886843044,5.336699231206313e-06,1,envelope
0.0362261783205434,5.336699231206313e-06,1,envelope
0.036764347709925,5.336699231206313e-06,1,envelope
0.0373105120439873,5.336699231206313e-06,1,envelope
0.0378647900941464,6.579332246575683e-06,1,envelope
0.0384273023962645,6.579332246575683e-06,1,envelope
0.0389981712768621,6.579332246575683e-06,1,envelope
0.0395775208797201,6.579332246575683e-06,1,envelope
0.040165477192876,6.579332246575683e-06,1,envelope
0.0407621680760226,6.579332246575683e-06,1,envelope
0.0413677232883124,6.579332246575683e-06,1,envelope
0.0419822745165757,6.579332246575683e-06,1,envelope
0.0426059554039583,6.579332246575683e-06,1,envelope
0.0432389015789835,6.579332246575683e-06,1,envelope
0.0438812506850468,8.111308307896873e-06,1,envelope
0.0445331424103487,8.111308307896873e-06,1,envelope
0.0451947185182715,8.111308307896873e-06,1,envelope
0.045866122878208,8.111308307896873e-06,1,envelope
0.0465475014968482,8.111308307896873e-06,1,envelope
0.0472390025499304,8.111308307896873e-06,1,envelope
0.047940776414464,8.111308307896873e-06,1,envelope
0.0486529757014316,8.111308307896873e-06,1,envelope
0.0493757552889761,8.111308307896873e-06,1,envelope
0.0501092723560816,1e-05,1,envelope
0.0508536864167537,1e-05,1,envelope
0.0516091593547088,1e-05,1,envelope
0.0523758554585778,1e-05,1,envelope
0.0531539414576327,1e-05,1,envelope
0.053943586558045,1e-05,1,envelope
0.0547449624796815,1e-05,1,envelope
0.0555582434934478,1e-05,1,envelope
0.0563836064591854,1e-05,1,envelope
0.057221230864133,1.2328467394420658e-05,1,envelope
0.0580712988619585,1.2328467394420658e-05,1,envelope
0.0589339953123708,1.2328467394420658e-05,1,envelope
0.0598095078213205,1.2328467394420658e-05,1,envelope
0.0606980267817972,1.2328467394420658e-05,1,envelope
0.0615997454152337,1.2328467394420658e-05,1,envelope
0.0625148598135245,1.2328467394420658e-05,1,envelope
0.0634435689816688,1.2328467394420658e-05,1,envelope
0.0643860748810475,1.2328467394420658e-05,1,envelope
0.0653425824733419,1.2328467394420658e-05,1,envelope
0.0663132997651064,1.5199110829529332e-05,1,envelope
0.067298437853002,1.5199110829529332e-05,1,envelope
0.0682982109697027,1.5199110829529332e-05,1,envelope
0.0693128365304833,1.5199110829529332e-05,1,envelope
0.0703425351804997,1.5199110829529332e-05,1,envelope
0.0713875308427713,1.5199110829529332e-05,1,envelope
0.0724480507668762,1.5199110829529332e-05,1,envelope
